CompteurTemps	Temps	Cx0	Cy0	
722	6.489	-0.627814	-4.10766	
723	6.498	-0.625259	-4.10638	
724	6.507	-0.622869	-4.10484	
725	6.516	-0.620561	-4.10326	
726	6.525	-0.613655	-4.09455	
727	6.534	-0.615762	-4.09926	
728	6.543	-0.613771	-4.09779	
729	6.552	-0.611646	-4.09618	
730	6.561	-0.609515	-4.09455	
731	6.57	-0.625038	-4.0801	
732	6.579	-0.605708	-4.08919	
733	6.588	-0.602972	-4.08786	
734	6.597	-0.600634	-4.08626	
735	6.606	-0.59836	-4.08463	
736	6.615	-0.602228	-4.07307	
737	6.624	-0.594882	-4.0802	
738	6.633	-0.592549	-4.07869	
739	6.642	-0.590318	-4.07704	
740	6.651	-0.588112	-4.07538	
741	6.66	-0.585425	-4.06368	
742	6.669	-0.583274	-4.07179	
743	6.678	-0.581096	-4.07028	
744	6.687	-0.57898	-4.06861	
745	6.696	-0.576898	-4.06692	
746	6.705	-0.583789	-4.0518	
747	6.714	-0.573977	-4.06316	
748	6.723	-0.571698	-4.06156	
749	6.732	-0.569596	-4.05984	
750	6.741	-0.567524	-4.0581	
751	6.75	-0.574798	-4.03694	
752	6.759	-0.563666	-4.05531	
753	6.768	-0.561658	-4.05377	
754	6.777	-0.559718	-4.05203	
755	6.786	-0.557782	-4.05026	
756	6.795	-0.552846	-4.03163	
757	6.804	-0.554258	-4.0455	
758	6.813	-0.552416	-4.04423	
759	6.822	-0.550473	-4.04249	
760	6.831	-0.548541	-4.04071	
761	6.84	-0.558729	-4.04148	
762	6.849	-0.544476	-4.03769	
763	6.858	-0.542459	-4.03585	
764	6.867	-0.540573	-4.03401	
765	6.876	-0.538712	-4.03217	
766	6.885	-0.538884	-4.0241	
767	6.894	-0.53535	-4.02824	
768	6.903	-0.533565	-4.02652	
769	6.912	-0.531792	-4.02468	
770	6.921	-0.530026	-4.02282	
771	6.93	-0.538223	-4.00123	
772	6.939	-0.525089	-4.01849	
773	6.948	-0.523188	-4.017	
774	6.957	-0.521568	-4.01513	
775	6.966	-0.519969	-4.01326	
776	6.975	-0.544475	-4.01484	
777	6.984	-0.516997	-4.00932	
778	6.993	-0.514623	-4.00719	
779	7.002	-0.512938	-4.00533	
780	7.011	-0.511353	-4.00347	
781	7.02	-0.537293	-4.00835	
782	7.029	-0.50856	-4.00094	
783	7.038	-0.506151	-3.99879	
784	7.047	-0.50453	-3.99688	
785	7.056	-0.503019	-3.99497	
786	7.065	-0.515394	-4.01493	
787	7.074	-0.499655	-3.99168	
788	7.083	-0.498084	-3.98924	
789	7.092	-0.496661	-3.98728	
790	7.101	-0.495218	-3.98536	
791	7.11	-0.462627	-3.9733	
792	7.119	-0.491141	-3.98014	
793	7.128	-0.490633	-3.97788	
794	7.137	-0.489377	-3.97591	
795	7.146	-0.488045	-3.97395	
796	7.155	-0.501301	-3.96535	
797	7.164	-0.489185	-3.96425	
798	7.173	-0.486835	-3.96259	
799	7.182	-0.484825	-3.9609	
800	7.191	-0.483031	-3.95907	
801	7.2	-0.51585	-3.93652	
802	7.209	-0.476905	-3.95533	
803	7.218	-0.475031	-3.9536	
804	7.227	-0.47371	-3.95164	
805	7.236	-0.472411	-3.94967	
806	7.245	-0.499914	-3.93906	
807	7.254	-0.470789	-3.94542	
808	7.263	-0.468826	-3.94345	
809	7.272	-0.467442	-3.94152	
810	7.281	-0.466099	-3.93959	
811	7.29	-0.490746	-3.92812	
812	7.299	-0.464911	-3.93166	
813	7.308	-0.463061	-3.92985	
814	7.317	-0.461562	-3.92791	
815	7.326	-0.460113	-3.92593	
816	7.335	-0.480354	-3.92801	
817	7.344	-0.456517	-3.92329	
818	7.353	-0.454684	-3.92151	
819	7.362	-0.453249	-3.91968	
820	7.371	-0.451893	-3.91781	
821	7.38	-0.45558	-3.91768	
822	7.389	-0.44938	-3.91365	
823	7.398	-0.448122	-3.91168	
824	7.407	-0.446841	-3.90976	
825	7.416	-0.445584	-3.90784	
826	7.425	-0.453138	-3.90627	
827	7.434	-0.443586	-3.90411	
828	7.443	-0.442296	-3.90217	
829	7.452	-0.441078	-3.90023	
830	7.461	-0.439875	-3.89829	
831	7.47	-0.44006	-3.90669	
832	7.479	-0.437528	-3.89444	
833	7.488	-0.436365	-3.89235	
834	7.497	-0.435169	-3.89037	
835	7.506	-0.433972	-3.88841	
836	7.515	-0.44076	-3.88598	
837	7.524	-0.432223	-3.88447	
838	7.533	-0.430972	-3.88253	
839	7.542	-0.429804	-3.88063	
840	7.551	-0.428642	-3.87874	
841	7.56	-0.433321	-3.87983	
842	7.569	-0.426372	-3.8748	
843	7.578	-0.425164	-3.8729	
844	7.587	-0.42402	-3.87102	
845	7.596	-0.422888	-3.86915	
846	7.605	-0.423005	-3.86551	
847	7.614	-0.421332	-3.86501	
848	7.623	-0.420181	-3.86309	
849	7.632	-0.419036	-3.86122	
850	7.641	-0.417921	-3.85936	
851	7.65	-0.422111	-3.85065	
852	7.659	-0.41597	-3.85494	
853	7.668	-0.414898	-3.8532	
854	7.677	-0.413806	-3.85138	
855	7.686	-0.412728	-3.84957	
856	7.695	-0.428616	-3.81873	
857	7.704	-0.412278	-3.84501	
858	7.713	-0.410955	-3.84351	
859	7.722	-0.409882	-3.84169	
860	7.731	-0.408833	-3.8399	
861	7.74	-0.427309	-3.84608	
862	7.749	-0.407448	-3.83472	
863	7.758	-0.405807	-3.83314	
864	7.767	-0.404581	-3.83155	
865	7.776	-0.403465	-3.8299	
866	7.785	-0.42053	-3.82642	
867	7.794	-0.401248	-3.82701	
868	7.803	-0.399633	-3.82584	
869	7.812	-0.398573	-3.82431	
870	7.821	-0.397643	-3.82271	
871	7.83	-0.410424	-3.82459	
872	7.839	-0.396264	-3.81949	
873	7.848	-0.394955	-3.81792	
874	7.857	-0.393905	-3.81635	
875	7.866	-0.392944	-3.81477	
876	7.875	-0.408999	-3.82483	
877	7.884	-0.391601	-3.8117	
878	7.893	-0.390524	-3.80991	
879	7.902	-0.389608	-3.80831	
880	7.911	-0.388722	-3.80674	
881	7.92	-0.388855	-3.80128	
882	7.929	-0.388276	-3.80286	
883	7.938	-0.387102	-3.80112	
884	7.947	-0.386081	-3.79954	
885	7.956	-0.385153	-3.798	
886	7.965	-0.404343	-3.81207	
887	7.974	-0.384742	-3.79369	
888	7.983	-0.383649	-3.79186	
889	7.992	-0.382771	-3.79035	
890	8.001	-0.381921	-3.78887	
891	8.01	-0.396456	-3.78288	
892	8.019	-0.379825	-3.78573	
893	8.028	-0.378883	-3.78471	
894	8.037	-0.378127	-3.7835	
895	8.046	-0.377381	-3.78225	
896	8.055	-0.371718	-3.77194	
897	8.064	-0.376869	-3.77891	
898	8.073	-0.376091	-3.7777	
899	8.082	-0.375329	-3.77639	
900	8.091	-0.374601	-3.77508	
901	8.1	-0.405983	-3.78592	
902	8.109	-0.374423	-3.77323	
903	8.118	-0.373132	-3.77136	
904	8.127	-0.372288	-3.76999	
905	8.136	-0.371517	-3.76867	
906	8.145	-0.38146	-3.76596	
907	8.154	-0.371415	-3.76494	
908	8.163	-0.370595	-3.76369	
909	8.172	-0.369823	-3.76238	
910	8.181	-0.369095	-3.76109	
911	8.19	-0.391465	-3.76992	
912	8.199	-0.368281	-3.75712	
913	8.208	-0.367186	-3.75563	
914	8.217	-0.366452	-3.75442	
915	8.226	-0.365763	-3.75322	
916	8.235	-0.372029	-3.75602	
917	8.244	-0.364964	-3.75079	
918	8.253	-0.36427	-3.74955	
919	8.262	-0.363631	-3.7484	
920	8.271	-0.363006	-3.74724	
921	8.28	-0.372768	-3.74228	
922	8.289	-0.36237	-3.74504	
923	8.298	-0.361594	-3.74377	
924	8.307	-0.360981	-3.74266	
925	8.316	-0.360392	-3.74156	
926	8.325	-0.346874	-3.7544	
927	8.334	-0.358814	-3.74025	
928	8.343	-0.358607	-3.73837	
929	8.352	-0.358077	-3.73719	
930	8.361	-0.357547	-3.73611	
931	8.37	-0.357932	-3.74211	
932	8.379	-0.356307	-3.73424	
933	8.388	-0.355782	-3.73286	
934	8.397	-0.355278	-3.7318	
935	8.406	-0.354785	-3.73078	
936	8.415	-0.365535	-3.72747	
937	8.424	-0.354453	-3.72912	
938	8.433	-0.353794	-3.72805	
939	8.442	-0.353279	-3.72705	
940	8.451	-0.352792	-3.72608	
941	8.46	-0.36047	-3.72644	
942	8.469	-0.351373	-3.72434	
943	8.478	-0.350956	-3.72335	
944	8.487	-0.350605	-3.72243	
945	8.496	-0.350263	-3.72152	
946	8.505	-0.355793	-3.72305	
947	8.514	-0.350066	-3.72046	
948	8.523	-0.34971	-3.71945	
949	8.532	-0.349414	-3.71856	
950	8.541	-0.34912	-3.7177	
951	8.55	-0.345895	-3.71594	
952	8.559	-0.348204	-3.71591	
953	8.568	-0.348153	-3.71497	
954	8.577	-0.347907	-3.71415	
955	8.586	-0.347646	-3.71335	
956	8.595	-0.35122	-3.71846	
957	8.604	-0.347399	-3.71193	
958	8.613	-0.347068	-3.71113	
959	8.622	-0.346807	-3.71038	
960	8.631	-0.346564	-3.70963	
961	8.64	-0.381473	-3.70092	
962	8.649	-0.346744	-3.70914	
963	8.658	-0.346036	-3.70836	
964	8.667	-0.345823	-3.70756	
965	8.676	-0.345634	-3.70679	
966	8.685	-0.355934	-3.71267	
967	8.694	-0.345808	-3.70566	
968	8.703	-0.345554	-3.70504	
969	8.712	-0.345349	-3.70437	
970	8.721	-0.34515	-3.70367	
971	8.73	-0.33198	-3.70682	
972	8.739	-0.344537	-3.70183	
973	8.748	-0.344519	-3.70106	
974	8.757	-0.344338	-3.70039	
975	8.766	-0.344179	-3.69973	
976	8.775	-0.34415	-3.6665	
977	8.784	-0.345119	-3.69761	
978	8.793	-0.345017	-3.69749	
979	8.802	-0.344929	-3.69692	
980	8.811	-0.344843	-3.69632	
981	8.82	-0.349505	-3.68497	
982	8.829	-0.344927	-3.69506	
983	8.838	-0.344813	-3.69449	
984	8.847	-0.344708	-3.6939	
985	8.856	-0.344618	-3.69333	
986	8.865	-0.349535	-3.69527	
987	8.874	-0.344515	-3.69243	
988	8.883	-0.344417	-3.69189	
989	8.892	-0.344368	-3.69136	
990	8.901	-0.344323	-3.69084	
991	8.91	-0.341508	-3.69014	
992	8.919	-0.344495	-3.68931	
993	8.928	-0.344368	-3.68883	
994	8.937	-0.344227	-3.68835	
995	8.946	-0.344134	-3.68787	
996	8.955	-0.375409	-3.66902	
997	8.964	-0.346801	-3.68477	
998	8.973	-0.34538	-3.68463	
999	8.982	-0.345075	-3.68416	
1000	8.991	-0.344934	-3.6837	
1001	9	-0.340081	-3.69151	
1002	9.009	-0.344103	-3.68283	
1003	9.018	-0.344175	-3.68233	
1004	9.027	-0.344153	-3.68189	
1005	9.036	-0.344136	-3.68146	
1006	9.045	-0.361129	-3.68374	
1007	9.054	-0.345052	-3.68031	
1008	9.063	-0.344605	-3.67987	
1009	9.072	-0.344469	-3.67944	
1010	9.081	-0.344404	-3.67903	
1011	9.09	-0.351483	-3.67246	
1012	9.099	-0.346545	-3.67651	
1013	9.108	-0.346228	-3.67615	
1014	9.117	-0.345988	-3.67575	
1015	9.126	-0.345809	-3.67535	
1016	9.135	-0.355625	-3.66692	
1017	9.144	-0.344896	-3.6745	
1018	9.153	-0.344673	-3.67433	
1019	9.162	-0.344663	-3.67407	
1020	9.171	-0.344693	-3.67383	
1021	9.18	-0.363067	-3.67129	
1022	9.189	-0.345582	-3.6729	
1023	9.198	-0.345329	-3.67278	
1024	9.207	-0.345292	-3.67259	
1025	9.216	-0.345288	-3.6724	
1026	9.225	-0.345171	-3.67487	
1027	9.234	-0.346283	-3.67203	
1028	9.243	-0.346272	-3.67168	
1029	9.252	-0.346196	-3.67139	
1030	9.261	-0.346184	-3.67117	
1031	9.27	-0.343082	-3.67088	
1032	9.279	-0.346159	-3.67068	
1033	9.288	-0.346218	-3.67026	
1034	9.297	-0.346236	-3.67005	
1035	9.306	-0.346274	-3.6699	
1036	9.315	-0.354856	-3.70009	
1037	9.324	-0.346916	-3.67024	
1038	9.333	-0.347215	-3.6697	
1039	9.342	-0.347347	-3.66953	
1040	9.351	-0.347441	-3.66938	
1041	9.36	-0.371965	-3.6841	
1042	9.369	-0.347417	-3.66956	
1043	9.378	-0.347284	-3.66922	
1044	9.387	-0.347389	-3.66914	
1045	9.396	-0.347494	-3.66909	
1046	9.405	-0.362027	-3.67004	
1047	9.414	-0.349776	-3.66831	
1048	9.423	-0.349716	-3.66822	
1049	9.432	-0.349782	-3.66818	
1050	9.441	-0.349868	-3.66816	
1051	9.45	-0.368929	-3.68021	
1052	9.459	-0.350691	-3.66843	
1053	9.468	-0.350242	-3.66815	
1054	9.477	-0.35024	-3.66809	
1055	9.486	-0.350285	-3.66807	
1056	9.495	-0.371146	-3.67273	
1057	9.504	-0.350828	-3.66849	
1058	9.513	-0.350546	-3.66851	
1059	9.522	-0.35068	-3.66858	
1060	9.531	-0.350828	-3.66865	
1061	9.54	-0.351901	-3.6721	
1062	9.549	-0.350617	-3.66861	
1063	9.558	-0.350796	-3.66867	
1064	9.567	-0.350952	-3.66876	
1065	9.576	-0.351097	-3.66888	
1066	9.585	-0.343873	-3.67165	
1067	9.594	-0.353045	-3.66723	
1068	9.603	-0.353152	-3.66718	
1069	9.612	-0.353177	-3.66729	
1070	9.621	-0.353238	-3.66742	
1071	9.63	-0.358686	-3.67089	
1072	9.639	-0.353265	-3.66783	
1073	9.648	-0.353148	-3.66773	
1074	9.657	-0.353173	-3.66788	
1075	9.666	-0.353235	-3.66807	
1076	9.675	-0.360393	-3.66731	
1077	9.684	-0.354686	-3.66788	
1078	9.693	-0.354605	-3.66812	
1079	9.702	-0.35463	-3.66834	
1080	9.711	-0.354683	-3.66856	
1081	9.72	-0.38398	-3.66885	
1082	9.729	-0.355291	-3.66926	
1083	9.738	-0.354966	-3.66962	
1084	9.747	-0.355048	-3.66991	
1085	9.756	-0.355147	-3.67019	
1086	9.765	-0.375858	-3.67185	
1087	9.774	-0.356383	-3.67087	
1088	9.783	-0.356098	-3.67106	
1089	9.792	-0.356082	-3.67136	
1090	9.801	-0.35611	-3.67169	
1091	9.81	-0.364251	-3.67285	
1092	9.819	-0.356732	-3.67241	
1093	9.828	-0.3567	-3.67286	
1094	9.837	-0.356786	-3.67327	
1095	9.846	-0.356892	-3.67366	
1096	9.855	-0.363573	-3.67659	
1097	9.864	-0.357295	-3.67457	
1098	9.873	-0.357306	-3.67486	
1099	9.882	-0.357404	-3.67524	
1100	9.891	-0.357519	-3.67565	
1101	9.9	-0.352707	-3.67667	
1102	9.909	-0.357484	-3.67663	
1103	9.918	-0.357704	-3.67695	
1104	9.927	-0.357858	-3.6774	
1105	9.936	-0.358018	-3.67787	
1106	9.945	-0.361611	-3.67942	
1107	9.954	-0.359333	-3.67867	
1108	9.963	-0.359415	-3.67913	
1109	9.972	-0.359563	-3.6796	
1110	9.981	-0.359714	-3.68007	
1111	9.99	-0.366604	-3.68293	
1112	9.999	-0.359589	-3.68142	
1113	10.008	-0.359643	-3.68189	
1114	10.017	-0.359799	-3.6824	
1115	10.026	-0.359964	-3.68291	
1116	10.035	-0.372231	-3.69921	
1117	10.044	-0.360183	-3.68483	
1118	10.053	-0.360473	-3.68513	
1119	10.062	-0.36074	-3.6857	
1120	10.071	-0.360968	-3.68627	
1121	10.08	-0.361544	-3.68088	
1122	10.089	-0.361282	-3.68696	
1123	10.098	-0.361519	-3.68762	
1124	10.107	-0.361747	-3.68819	
1125	10.116	-0.361972	-3.68875	
1126	10.125	-0.364537	-3.67366	
1127	10.134	-0.363267	-3.68929	
1128	10.143	-0.363572	-3.69003	
1129	10.152	-0.363795	-3.69059	
1130	10.161	-0.364009	-3.69116	
1131	10.17	-0.369097	-3.6884	
1132	10.179	-0.36358	-3.6925	
1133	10.188	-0.363751	-3.69318	
1134	10.197	-0.364013	-3.69382	
1135	10.206	-0.364273	-3.69447	
1136	10.215	-0.370722	-3.69369	
1137	10.224	-0.365843	-3.69552	
1138	10.233	-0.365853	-3.69621	
1139	10.242	-0.366036	-3.69685	
1140	10.251	-0.366252	-3.69749	
1141	10.26	-0.357661	-3.69781	
1142	10.269	-0.36582	-3.69848	
1143	10.278	-0.366378	-3.69926	
1144	10.287	-0.36668	-3.69994	
1145	10.296	-0.366942	-3.70061	
1146	10.305	-0.358387	-3.7024	
1147	10.314	-0.367532	-3.70128	
1148	10.323	-0.367981	-3.70202	
1149	10.332	-0.368224	-3.70269	
1150	10.341	-0.368453	-3.70337	
1151	10.35	-0.366301	-3.69961	
1152	10.359	-0.368258	-3.70445	
1153	10.368	-0.368612	-3.70518	
1154	10.377	-0.368847	-3.70588	
1155	10.386	-0.369085	-3.70659	
1156	10.395	-0.373298	-3.70432	
1157	10.404	-0.369845	-3.70795	
1158	10.413	-0.369975	-3.70869	
1159	10.422	-0.370205	-3.70939	
1160	10.431	-0.37044	-3.7101	
1161	10.44	-0.38574	-3.71173	
1162	10.449	-0.370316	-3.71104	
1163	10.458	-0.370302	-3.71198	
1164	10.467	-0.370542	-3.71284	
1165	10.476	-0.370775	-3.71367	
1166	10.485	-0.376974	-3.71472	
1167	10.494	-0.37145	-3.71542	
1168	10.503	-0.371672	-3.71614	
1169	10.512	-0.371895	-3.71689	
1170	10.521	-0.37211	-3.71765	
1171	10.53	-0.391786	-3.73434	
1172	10.539	-0.371622	-3.71721	
1173	10.548	-0.371447	-3.71818	
1174	10.557	-0.371708	-3.71933	
1175	10.566	-0.371995	-3.72039	
1176	10.575	-0.377524	-3.73622	
1177	10.584	-0.372556	-3.72229	
1178	10.593	-0.372599	-3.72304	
1179	10.602	-0.372868	-3.72397	
1180	10.611	-0.373146	-3.72486	
1181	10.62	-0.377926	-3.72907	
1182	10.629	-0.372427	-3.72662	
1183	10.638	-0.372608	-3.72754	
1184	10.647	-0.372893	-3.72844	
1185	10.656	-0.373179	-3.72931	
1186	10.665	-0.371757	-3.73053	
1187	10.674	-0.371683	-3.73155	
1188	10.683	-0.372341	-3.73235	
1189	10.692	-0.372868	-3.73314	
1190	10.701	-0.373321	-3.73392	
1191	10.71	-0.370055	-3.72653	
1192	10.719	-0.373726	-3.73483	
1193	10.728	-0.374154	-3.7359	
1194	10.737	-0.37451	-3.73674	
1195	10.746	-0.374825	-3.73755	
1196	10.755	-0.37201	-3.7199	
1197	10.764	-0.375955	-3.73839	
1198	10.773	-0.376081	-3.73954	
1199	10.782	-0.37629	-3.74039	
1200	10.791	-0.376504	-3.74121	
1201	10.8	-0.399425	-3.7116	
1202	10.809	-0.379344	-3.7405	
1203	10.818	-0.378245	-3.74202	
1204	10.827	-0.377986	-3.74299	
1205	10.836	-0.377871	-3.7439	
1206	10.845	-0.393116	-3.73999	
1207	10.854	-0.377293	-3.74596	
1208	10.863	-0.377099	-3.74691	
1209	10.872	-0.377195	-3.74779	
1210	10.881	-0.377297	-3.74867	
1211	10.89	-0.381092	-3.74556	
1212	10.899	-0.377334	-3.75032	
1213	10.908	-0.377244	-3.75124	
1214	10.917	-0.377318	-3.75212	
1215	10.926	-0.377401	-3.75299	
1216	10.935	-0.384427	-3.74745	
1217	10.944	-0.3773	-3.75401	
1218	10.953	-0.37717	-3.75498	
1219	10.962	-0.377206	-3.75591	
1220	10.971	-0.377272	-3.75686	
1221	10.98	-0.380385	-3.7556	
1222	10.989	-0.377019	-3.75825	
1223	10.998	-0.37701	-3.75922	
1224	11.007	-0.377095	-3.76019	
1225	11.016	-0.377189	-3.76116	
1226	11.025	-0.375314	-3.76415	
1227	11.034	-0.377461	-3.7624	
1228	11.043	-0.377541	-3.76336	
1229	11.052	-0.377587	-3.76432	
1230	11.061	-0.37764	-3.76527	
1231	11.07	-0.379442	-3.7634	
1232	11.079	-0.377471	-3.76709	
1233	11.088	-0.377515	-3.7681	
1234	11.097	-0.377574	-3.76904	
1235	11.106	-0.377629	-3.76997	
1236	11.115	-0.38341	-3.77436	
1237	11.124	-0.377421	-3.77126	
1238	11.133	-0.377563	-3.7723	
1239	11.142	-0.377686	-3.77331	
1240	11.151	-0.377776	-3.77429	
1241	11.16	-0.376536	-3.7678	
1242	11.169	-0.377493	-3.77591	
1243	11.178	-0.377578	-3.77685	
1244	11.187	-0.377627	-3.77777	
1245	11.196	-0.377671	-3.77869	
1246	11.205	-0.389001	-3.7725	
1247	11.214	-0.378436	-3.77948	
1248	11.223	-0.378304	-3.78065	
1249	11.232	-0.378316	-3.78167	
1250	11.241	-0.378324	-3.78265	
1251	11.25	-0.385703	-3.78208	
1252	11.259	-0.377642	-3.78444	
1253	11.268	-0.377466	-3.78547	
1254	11.277	-0.377527	-3.7865	
1255	11.286	-0.377617	-3.7875	
1256	11.295	-0.382833	-3.78675	
1257	11.304	-0.377795	-3.78922	
1258	11.313	-0.377861	-3.79028	
1259	11.322	-0.37797	-3.79132	
1260	11.331	-0.378058	-3.79231	
1261	11.34	-0.382028	-3.79256	
1262	11.349	-0.378029	-3.79389	
1263	11.358	-0.378149	-3.79482	
1264	11.367	-0.378226	-3.79577	
1265	11.376	-0.378274	-3.79669	
1266	11.385	-0.373066	-3.79538	
1267	11.394	-0.378869	-3.79815	
1268	11.403	-0.378842	-3.799	
1269	11.412	-0.378794	-3.79984	
1270	11.421	-0.378767	-3.80069	
1271	11.43	-0.373593	-3.79801	
1272	11.439	-0.378641	-3.80197	
1273	11.448	-0.378688	-3.80289	
1274	11.457	-0.378665	-3.80373	
1275	11.466	-0.378637	-3.80455	
1276	11.475	-0.379352	-3.80107	
1277	11.484	-0.378783	-3.80609	
1278	11.493	-0.37876	-3.80693	
1279	11.502	-0.378723	-3.80773	
1280	11.511	-0.378679	-3.80852	
1281	11.52	-0.367468	-3.81364	
1282	11.529	-0.37806	-3.8096	
1283	11.538	-0.378169	-3.81048	
1284	11.547	-0.378155	-3.81128	
1285	11.556	-0.378123	-3.81207	
1286	11.565	-0.385977	-3.8161	
1287	11.574	-0.378313	-3.81412	
1288	11.583	-0.378093	-3.8147	
1289	11.592	-0.378031	-3.81544	
1290	11.601	-0.377963	-3.8162	
1291	11.61	-0.370344	-3.81424	
1292	11.619	-0.377411	-3.81752	
1293	11.628	-0.377528	-3.81824	
1294	11.637	-0.377467	-3.81898	
1295	11.646	-0.377383	-3.81972	
1296	11.655	-0.377267	-3.81939	
1297	11.664	-0.377347	-3.82123	
1298	11.673	-0.377239	-3.82196	
1299	11.682	-0.377136	-3.82268	
1300	11.691	-0.377028	-3.82339	
1301	11.7	-0.376169	-3.82123	
1302	11.709	-0.376889	-3.82475	
1303	11.718	-0.37667	-3.82549	
1304	11.727	-0.37652	-3.82618	
1305	11.736	-0.37638	-3.82686	
1306	11.745	-0.372395	-3.82719	
1307	11.754	-0.376297	-3.8278	
1308	11.763	-0.376221	-3.8285	
1309	11.772	-0.376073	-3.82922	
1310	11.781	-0.375919	-3.82991	
1311	11.79	-0.378351	-3.82476	
1312	11.799	-0.375658	-3.83112	
1313	11.808	-0.375418	-3.83192	
1314	11.817	-0.375252	-3.83258	
1315	11.826	-0.375088	-3.83324	
1316	11.835	-0.383019	-3.83364	
1317	11.844	-0.375211	-3.83463	
1318	11.853	-0.37486	-3.83537	
1319	11.862	-0.374676	-3.83601	
1320	11.871	-0.374492	-3.83664	
1321	11.88	-0.377943	-3.83761	
1322	11.889	-0.373995	-3.83801	
1323	11.898	-0.37374	-3.83867	
1324	11.907	-0.373539	-3.83929	
1325	11.916	-0.373337	-3.83991	
1326	11.925	-0.365868	-3.85053	
1327	11.934	-0.372741	-3.84111	
1328	11.943	-0.372681	-3.84163	
1329	11.952	-0.372489	-3.84219	
1330	11.961	-0.372283	-3.84277	
1331	11.97	-0.371305	-3.84787	
1332	11.979	-0.371396	-3.84395	
1333	11.988	-0.371202	-3.84452	
1334	11.997	-0.370992	-3.84508	
1335	12.006	-0.370779	-3.84565	
1336	12.015	-0.370721	-3.84441	
1337	12.024	-0.370732	-3.84662	
1338	12.033	-0.370491	-3.84729	
1339	12.042	-0.370258	-3.84785	
1340	12.051	-0.370025	-3.84839	
1341	12.06	-0.374239	-3.86894	
1342	12.069	-0.368677	-3.85019	
1343	12.078	-0.368429	-3.85029	
1344	12.087	-0.368195	-3.85077	
1345	12.096	-0.367956	-3.85127	
1346	12.105	-0.369741	-3.84834	
1347	12.114	-0.367954	-3.85226	
1348	12.123	-0.367636	-3.85281	
1349	12.132	-0.367382	-3.85329	
1350	12.141	-0.367128	-3.85376	
1351	12.15	-0.365264	-3.84709	
1352	12.159	-0.36648	-3.85446	
1353	12.168	-0.366234	-3.85509	
1354	12.177	-0.365972	-3.85559	
1355	12.186	-0.365708	-3.85606	
1356	12.195	-0.365979	-3.85199	
1357	12.204	-0.36567	-3.85707	
1358	12.213	-0.365373	-3.85765	
1359	12.222	-0.365107	-3.85811	
1360	12.231	-0.364837	-3.85856	
1361	12.24	-0.356114	-3.84477	
1362	12.249	-0.363745	-3.85936	
1363	12.258	-0.363715	-3.85976	
1364	12.267	-0.363495	-3.86015	
1365	12.276	-0.363246	-3.86057	
1366	12.285	-0.348409	-3.85712	
1367	12.294	-0.363251	-3.86014	
1368	12.303	-0.363278	-3.86088	
1369	12.312	-0.362987	-3.86137	
1370	12.321	-0.362688	-3.86181	
1371	12.33	-0.364281	-3.86837	
1372	12.339	-0.361195	-3.86311	
1373	12.348	-0.360955	-3.86338	
1374	12.357	-0.360667	-3.86378	
1375	12.366	-0.360377	-3.86416	
1376	12.375	-0.386498	-3.87286	
1377	12.384	-0.360729	-3.8654	
1378	12.393	-0.360122	-3.86563	
1379	12.402	-0.359803	-3.86596	
1380	12.411	-0.359481	-3.86629	
1381	12.42	-0.351777	-3.87883	
1382	12.429	-0.357172	-3.86749	
1383	12.438	-0.357203	-3.86744	
1384	12.447	-0.356943	-3.86769	
1385	12.456	-0.35665	-3.86798	
1386	12.465	-0.364104	-3.89273	
1387	12.474	-0.355151	-3.86893	
1388	12.483	-0.355118	-3.86902	
1389	12.492	-0.354947	-3.86923	
1390	12.501	-0.354678	-3.86944	
1391	12.51	-0.328705	-3.88266	
1392	12.519	-0.352207	-3.86903	
1393	12.528	-0.352444	-3.86954	
1394	12.537	-0.352152	-3.86986	
1395	12.546	-0.351838	-3.87012	
1396	12.555	-0.348209	-3.87528	
1397	12.564	-0.351798	-3.87015	
1398	12.573	-0.351409	-3.87038	
1399	12.582	-0.351056	-3.87061	
1400	12.591	-0.350714	-3.87082	
1401	12.6	-0.351361	-3.88419	
1402	12.609	-0.348856	-3.87205	
1403	12.618	-0.348627	-3.87193	
1404	12.627	-0.348308	-3.87209	
1405	12.636	-0.347976	-3.87226	
1406	12.645	-0.350056	-3.87134	
1407	12.654	-0.348181	-3.87228	
1408	12.663	-0.347704	-3.87242	
1409	12.672	-0.34733	-3.87257	
1410	12.681	-0.346969	-3.87271	
1411	12.69	-0.350723	-3.85509	
1412	12.699	-0.346227	-3.87278	
1413	12.708	-0.3458	-3.87337	
1414	12.717	-0.34547	-3.87351	
1415	12.726	-0.345133	-3.87364	
1416	12.735	-0.349012	-3.86962	
1417	12.744	-0.345478	-3.87342	
1418	12.753	-0.34494	-3.87363	
1419	12.762	-0.344521	-3.87373	
1420	12.771	-0.34412	-3.87383	
1421	12.78	-0.34726	-3.87027	
1422	12.789	-0.342947	-3.87432	
1423	12.798	-0.342491	-3.87446	
1424	12.807	-0.342109	-3.87456	
1425	12.816	-0.341735	-3.87464	
1426	12.825	-0.344465	-3.87559	
1427	12.834	-0.3418	-3.87458	
1428	12.843	-0.34132	-3.87461	
1429	12.852	-0.340916	-3.87465	
1430	12.861	-0.340524	-3.87469	
1431	12.87	-0.332505	-3.87813	
1432	12.879	-0.338894	-3.87495	
1433	12.888	-0.338579	-3.87491	
1434	12.897	-0.338223	-3.87495	
